,district,rooms,size,level,max_levels,price
604,Uchtepa,3,71.0,2,4,45000
605,Yakkasaroy,3,80.0,4,5,56000
606,Chilonzor,2,64.0,3,4,37500
607,Mirzo Ulugbek,2,43.0,1,4,30500
608,Yunusobod,2,50.0,4,4,33500
609,Mirzo Ulugbek,2,44.0,3,4,31000
610,Chilonzor,3,78.0,2,9,63000
611,Mirzo Ulugbek,2,55.0,5,5,35000
612,Yakkasaroy,1,39.0,2,5,26000
613,Chilonzor,3,70.0,3,4,46000
614,Mirzo Ulugbek,2,50.0,5,5,35000
615,Yakkasaroy,2,63.0,1,5,41500
616,Mirzo Ulugbek,2,42.0,2,5,33500
617,Chilonzor,2,58.0,6,9,28000
618,Yunusobod,2,50.0,2,5,30500
619,Yashnobod,3,39.11,2,2,31000
620,Chilonzor,4,96.0,3,9,56000
621,Mirobod,3,75.0,2,6,80000
622,Chilonzor,3,94.0,4,4,46000
623,Chilonzor,2,50.0,3,4,44200
624,Chilonzor,2,52.0,3,4,41500
625,Olmzor,3,80.0,1,4,80000
626,Mirzo Ulugbek,4,80.0,5,5,47000
627,Mirzo Ulugbek,4,95.0,5,5,46000
628,Chilonzor,3,65.0,3,4,47000
629,Chilonzor,4,105.0,4,9,90000
630,Chilonzor,5,157.0,7,9,140000
631,Mirzo Ulugbek,3,90.0,2,5,44000
632,Uchtepa,4,100.0,1,4,75000
633,Chilonzor,3,80.0,9,9,35000
634,Yakkasaroy,4,112.0,4,5,146500
635,Mirobod,4,165.0,2,4,210000
636,Chilonzor,2,64.0,4,9,40000
637,Uchtepa,3,80.0,10,12,40000
638,Uchtepa,2,56.0,4,4,31000
639,Yakkasaroy,3,93.22,5,8,98000
640,Uchtepa,4,100.0,7,9,54000
641,Mirzo Ulugbek,2,47.0,4,4,29996
642,Mirzo Ulugbek,2,60.0,3,5,31000
643,Shayhontohur,2,47.0,7,9,27000
644,Uchtepa,4,98.0,1,9,85000
645,Yunusobod,4,90.0,9,9,62000
646,Chilonzor,1,33.0,1,4,26800
647,Chilonzor,1,33.0,3,4,24700
648,Chilonzor,2,42.0,1,4,37500
649,Uchtepa,2,40.0,4,5,28000
650,Shayhontohur,1,41.0,4,6,23542
651,Mirzo Ulugbek,2,59.0,3,5,43000
652,Uchtepa,2,42.0,4,5,28500
653,Uchtepa,3,70.0,3,5,59000
654,Mirzo Ulugbek,2,60.0,6,9,34000
655,Yunusobod,2,58.0,5,9,42000
656,Yunusobod,2,62.0,1,4,42000
657,Yunusobod,2,60.0,4,4,42000
658,Yunusobod,2,60.0,5,9,42000
659,Yunusobod,2,54.0,2,4,42000
660,Yunusobod,2,50.0,2,4,43000
661,Yunusobod,2,62.0,4,9,44000
662,Mirzo Ulugbek,3,105.0,3,6,126000
663,Yunusobod,2,62.0,7,9,44000
664,Mirzo Ulugbek,3,86.0,5,6,103000
665,Yunusobod,2,60.0,3,5,44000
666,Uchtepa,4,109.0,5,9,55000
667,Yunusobod,3,78.0,4,4,55000
668,Uchtepa,3,90.0,5,9,85000
669,Mirzo Ulugbek,3,75.0,8,9,56000
670,Yunusobod,5,140.0,5,9,102000
671,Mirobod,4,96.0,7,9,86000
672,Sergeli,4,106.0,6,9,41000
673,Mirzo Ulugbek,4,110.0,7,16,82500
674,Yakkasaroy,1,30.0,2,4,21000
675,Shayhontohur,3,70.0,1,4,56000
676,Sergeli,3,80.0,2,5,45000
677,Mirzo Ulugbek,2,50.0,1,4,30000
678,Mirzo Ulugbek,3,80.0,5,5,39000
679,Uchtepa,4,80.0,3,5,52500
680,Mirzo Ulugbek,3,90.0,2,9,51000
681,Chilonzor,5,105.0,7,9,78500
682,Yunusobod,4,100.0,3,5,85000
683,Mirobod,4,100.0,9,9,70000
684,Shayhontohur,4,94.0,5,5,65000
685,Uchtepa,2,72.0,5,12,40000
686,Yakkasaroy,2,48.0,5,9,23000
687,Chilonzor,3,73.0,4,9,75000
688,Shayhontohur,3,75.0,10,12,50000
689,Mirobod,4,96.0,7,9,96000
690,Mirzo Ulugbek,2,59.0,4,5,38500
691,Olmzor,1,33.0,3,4,33500
692,Mirobod,2,60.0,2,9,60000
693,Mirzo Ulugbek,2,70.0,3,6,85000
694,Yunusobod,2,62.0,2,5,49000
695,Mirzo Ulugbek,4,214.0,2,8,380000
696,Mirzo Ulugbek,2,60.0,4,4,32000
697,Yunusobod,2,83.0,3,5,50000
698,Yunusobod,2,77.0,4,9,52000
699,Yunusobod,2,68.0,6,9,56000
700,Mirzo Ulugbek,2,60.0,3,5,30500
701,Mirzo Ulugbek,3,66.0,3,5,56000
702,Yunusobod,2,58.0,1,4,56000
703,Mirzo Ulugbek,3,70.0,5,5,46500
704,Yunusobod,2,58.0,1,5,58000
705,Mirzo Ulugbek,3,62.0,5,5,35000
706,Yunusobod,2,60.0,7,8,59500
707,Yunusobod,2,74.0,3,4,63000
708,Yunusobod,3,78.0,4,4,56000
709,Shayhontohur,1,28.0,2,2,21000
710,Yunusobod,1,44.0,2,5,59999
711,Yashnobod,3,93.0,4,7,46500
712,Uchtepa,3,70.0,4,5,55000
713,Mirobod,4,112.0,11,12,85500
714,Uchtepa,3,70.0,4,4,31800
715,Olmzor,3,70.0,5,5,34600
716,Mirobod,4,100.0,8,9,160000
717,Sergeli,4,100.0,1,9,76000
718,Olmzor,2,56.0,4,4,32500
719,Uchtepa,2,60.0,4,4,29900
720,Yunusobod,3,70.0,3,9,64000
721,Mirobod,3,112.0,4,5,80000
722,Mirzo Ulugbek,5,100.0,5,9,80000
723,Mirobod,5,235.0,6,8,395000
724,Yashnobod,2,58.0,2,4,37000
725,Chilonzor,2,52.0,4,4,32000
726,Yashnobod,2,62.0,9,9,34000
727,Mirzo Ulugbek,1,16.0,1,4,18000
728,Yashnobod,3,67.0,4,4,39000
729,Mirobod,5,300.0,3,8,425000
730,Olmzor,4,92.0,3,5,63000
731,Yashnobod,3,67.0,4,4,39000
732,Yashnobod,3,67.0,4,4,39000
733,Mirzo Ulugbek,1,16.0,1,4,18000
734,Yakkasaroy,1,45.0,3,4,40000
735,Yashnobod,2,30.0,7,9,20900
736,Mirobod,4,180.0,6,8,235000
737,Yakkasaroy,2,60.0,4,9,50000
738,Yakkasaroy,6,142.0,1,9,135000
739,Mirobod,3,85.0,3,9,86000
740,Mirzo Ulugbek,2,65.0,1,4,67000
741,Uchtepa,4,80.0,1,5,55000
742,Mirzo Ulugbek,2,50.0,2,5,35000
743,Olmzor,2,55.0,2,5,41000
744,Shayhontohur,3,70.0,2,9,52000
745,Yunusobod,4,104.0,6,9,74000
746,Mirzo Ulugbek,3,70.0,7,9,55000
747,Yakkasaroy,1,44.0,2,9,27000
748,Mirzo Ulugbek,1,30.0,1,2,19500
749,Olmzor,4,150.0,5,6,95000
750,Mirzo Ulugbek,2,60.0,4,4,31992
751,Mirzo Ulugbek,3,70.0,5,5,45500
752,Mirzo Ulugbek,2,50.0,3,4,32000
753,Mirzo Ulugbek,3,64.0,5,5,35000
754,Mirzo Ulugbek,3,70.0,4,4,41000
755,Mirzo Ulugbek,3,85.0,4,4,83000
756,Mirzo Ulugbek,3,75.0,2,9,45500
757,Mirzo Ulugbek,3,70.0,6,9,56000
758,Olmzor,4,83.0,5,5,38000
759,Chilonzor,1,30.0,2,4,25500
760,Uchtepa,2,57.95,11,12,29000
761,Yakkasaroy,2,50.0,2,4,47000
762,Mirzo Ulugbek,3,75.0,3,4,67000
763,Mirzo Ulugbek,3,70.0,5,9,65000
764,Mirzo Ulugbek,2,45.0,2,4,31000
765,Chilonzor,2,56.0,2,4,33000
766,Yunusobod,4,95.0,3,9,62000
767,Mirzo Ulugbek,3,70.0,2,4,73000
768,Yakkasaroy,2,45.0,1,4,50000
769,Mirzo Ulugbek,3,75.0,4,9,99000
770,Mirzo Ulugbek,3,65.0,4,4,33000
771,Yakkasaroy,5,105.0,9,9,52900
772,Shayhontohur,3,72.0,8,9,55000
773,Yunusobod,3,71.0,1,5,65000
774,Mirzo Ulugbek,2,75.0,2,4,68000
775,Uchtepa,4,80.0,1,5,60000
776,Uchtepa,4,79.0,5,5,42000
777,Chilonzor,2,48.0,2,5,35500
778,Chilonzor,2,60.0,3,5,39800
779,Chilonzor,2,60.0,5,9,38500
780,Chilonzor,2,60.0,3,5,39000
781,Olmzor,2,55.0,2,4,34500
782,Olmzor,1,40.0,6,9,28000
783,Yunusobod,1,42.0,2,4,44000
784,Mirzo Ulugbek,2,50.0,1,4,30000
785,Yakkasaroy,3,110.0,9,9,78000
786,Yakkasaroy,2,72.0,8,9,51500
787,Yakkasaroy,1,47.0,7,9,34000
788,Mirzo Ulugbek,3,72.0,9,9,43500
789,Chilonzor,1,30.0,2,4,24000
790,Yakkasaroy,4,118.0,3,12,108417
791,Yunusobod,4,100.0,2,9,85000
792,Uchtepa,1,35.0,3,4,26800
793,Mirobod,3,75.0,8,9,75000
794,Chilonzor,3,65.0,4,4,38500
795,Chilonzor,2,50.0,2,4,31500
796,Chilonzor,2,58.0,4,4,36500
797,Chilonzor,2,50.0,3,4,35500
798,Chilonzor,2,60.0,5,9,37500
799,Chilonzor,1,36.0,2,4,26500
800,Chilonzor,1,42.0,1,5,28500
801,Chilonzor,1,42.0,4,4,26500
802,Shayhontohur,4,96.0,2,9,72000
803,Yunusobod,4,82.0,1,4,80000
804,Olmzor,1,43.0,2,4,25000
805,Olmzor,2,56.0,4,5,29600
806,Olmzor,2,64.0,5,9,32000
807,Mirobod,2,65.0,7,9,48000
808,Olmzor,4,84.0,5,5,47000
809,Yakkasaroy,4,140.0,2,12,128631
810,Yunusobod,3,45.0,4,9,27500
811,Chilonzor,2,48.0,1,4,36500
812,Mirzo Ulugbek,2,53.06,3,7,53000
813,Uchtepa,2,50.0,2,5,34000
814,Yashnobod,3,63.0,5,5,45000
815,Mirzo Ulugbek,5,110.0,2,4,85000
816,Yunusobod,3,67.0,4,4,40000
817,Olmzor,4,91.0,5,5,55000
818,Uchtepa,2,53.0,5,5,32000
819,Chilonzor,1,34.0,1,4,27000
820,Chilonzor,3,68.0,4,4,56500
821,Uchtepa,1,46.0,3,4,26800
822,Chilonzor,3,68.0,3,5,53000
823,Yashnobod,3,62.5,1,4,46500
824,Mirzo Ulugbek,1,30.0,1,2,18500
825,Mirzo Ulugbek,2,43.0,1,4,29800
826,Uchtepa,2,63.0,2,5,42000
827,Yakkasaroy,4,92.5,2,9,70000
828,Chilonzor,2,51.0,3,4,34500
829,Chilonzor,3,65.0,4,4,46500
830,Mirobod,3,110.0,7,9,127000
831,Sergeli,2,84.0,3,9,33500
832,Uchtepa,3,68.0,4,5,42000
833,Chilonzor,2,45.0,4,4,34500
834,Yakkasaroy,4,120.0,1,5,135000
835,Sergeli,3,82.0,3,7,55000
836,Uchtepa,3,96.0,2,4,74000
837,Shayhontohur,1,41.0,5,9,31500
838,Mirzo Ulugbek,7,203.0,8,9,98979
839,Yakkasaroy,1,64.0,4,12,58803
840,Uchtepa,4,80.0,5,6,56500
841,Chilonzor,2,46.0,3,4,33500
842,Yunusobod,4,82.0,1,9,65000
843,Mirzo Ulugbek,3,113.6,2,5,115000
844,Shayhontohur,3,75.0,7,9,57000
845,Yunusobod,1,42.0,3,4,47000
846,Shayhontohur,2,60.0,3,4,53000
847,Olmzor,2,61.0,4,5,39000
848,Yunusobod,2,60.0,3,4,73000
849,Shayhontohur,3,75.0,1,9,78000
850,Mirobod,3,70.0,2,4,65000
851,Shayhontohur,4,96.0,9,12,62000
852,Yunusobod,4,90.0,7,9,53000
853,Mirzo Ulugbek,2,55.0,4,4,31500
854,Chilonzor,2,58.0,4,5,30000
855,Chilonzor,3,62.0,2,4,40500
856,Chilonzor,2,47.0,4,5,37000
857,Chilonzor,2,45.0,1,4,33500
858,Chilonzor,1,28.0,4,5,23999
859,Shayhontohur,3,65.0,3,4,54000
860,Mirzo Ulugbek,3,70.0,4,4,52000
861,Chilonzor,2,56.0,4,4,35000
862,Uchtepa,3,75.0,1,4,52000
863,Yashnobod,3,110.0,5,5,95000
864,Yakkasaroy,3,85.0,2,4,110000
865,Mirzo Ulugbek,5,246.0,8,9,119991
866,Mirobod,3,110.0,2,8,169000
867,Uchtepa,4,96.0,1,4,75000
868,Mirzo Ulugbek,2,50.0,1,4,31000
869,Shayhontohur,3,70.0,1,9,50000
870,Mirzo Ulugbek,2,60.0,4,4,44000
871,Mirzo Ulugbek,3,87.05,5,11,62338
872,Mirzo Ulugbek,3,121.0,5,9,75475
873,Yunusobod,2,99.0,1,9,115000
874,Yashnobod,1,40.0,8,9,20500
875,Chilonzor,2,50.0,4,4,37000
876,Chilonzor,2,50.0,4,4,31000
877,Yakkasaroy,3,80.0,4,5,56000
878,Mirobod,2,68.0,5,5,44500
879,Yunusobod,4,83.0,4,4,75000
880,Uchtepa,3,80.0,9,12,42000
881,Uchtepa,4,100.0,9,9,50000
882,Uchtepa,3,90.0,1,9,75000
883,Chilonzor,4,92.0,4,4,61000
884,Chilonzor,3,72.0,7,9,44500
885,Chilonzor,3,110.0,4,9,71000
886,Uchtepa,4,82.0,4,5,50000
887,Uchtepa,4,84.0,5,5,47500
888,Chilonzor,4,125.0,4,4,78000
889,Chilonzor,4,80.0,1,9,90000
890,Chilonzor,4,80.0,6,9,63000
891,Chilonzor,4,72.0,4,4,45000
892,Uchtepa,3,70.0,7,9,47000
893,Uchtepa,3,72.0,1,9,45500
894,Uchtepa,3,70.0,1,12,40000
895,Chilonzor,3,70.0,1,4,48000
896,Chilonzor,3,77.0,5,9,47500
897,Uchtepa,3,65.0,3,4,45000
898,Chilonzor,3,75.0,2,9,47500
899,Uchtepa,3,70.0,2,5,52000
900,Uchtepa,3,65.0,3,4,49000
901,Uchtepa,3,65.0,4,4,51000
902,Chilonzor,3,75.0,9,9,63500
903,Chilonzor,3,60.0,4,4,45000
904,Chilonzor,3,72.0,7,9,70000
905,Uchtepa,2,50.0,4,4,37500
906,Uchtepa,2,45.0,5,5,34000
907,Mirzo Ulugbek,3,87.65,7,11,60675
908,Mirzo Ulugbek,2,60.0,7,9,39997
909,Chilonzor,1,30.0,4,4,22500
910,Chilonzor,2,46.0,2,4,52000
911,Chilonzor,3,70.0,9,9,36000
912,Chilonzor,2,58.0,8,9,35000
913,Yakkasaroy,2,48.0,1,4,38500
914,Shayhontohur,3,80.0,5,9,68000
915,Yashnobod,4,110.0,7,9,68614
916,Mirzo Ulugbek,4,129.14,5,11,92479
917,Yakkasaroy,1,44.0,2,9,27000
918,Yakkasaroy,2,50.0,3,5,46000
919,Yakkasaroy,5,116.0,3,9,87000
920,Yunusobod,2,46.0,3,4,37000
921,Mirzo Ulugbek,4,120.0,2,8,190000
922,Chilonzor,1,35.0,1,5,27000
923,Chilonzor,2,50.0,1,5,34500
924,Chilonzor,1,36.0,1,4,26500
925,Chilonzor,2,56.0,2,5,38000
926,Chilonzor,2,60.0,2,5,42000
927,Chilonzor,2,60.0,2,9,42500
928,Chilonzor,1,36.0,4,4,24500
929,Uchtepa,2,54.0,2,4,37000
930,Chilonzor,2,56.0,3,5,36000
931,Chilonzor,1,42.0,2,5,29500
932,Chilonzor,2,60.0,3,4,33500
933,Chilonzor,1,36.0,2,5,27500
934,Chilonzor,2,44.0,4,4,36000
935,Chilonzor,3,65.0,1,4,54000
936,Chilonzor,3,65.0,2,5,52000
937,Chilonzor,2,46.0,3,4,35000
938,Chilonzor,4,105.0,2,9,135000
939,Chilonzor,2,54.0,2,4,40000
940,Chilonzor,2,42.0,2,4,39000
941,Mirzo Ulugbek,4,108.27,5,11,77534
942,Chilonzor,3,68.0,4,4,39500
943,Uchtepa,3,77.0,4,5,43500
944,Yunusobod,3,78.0,4,5,46000
945,Yunusobod,3,65.0,7,9,48000
946,Mirzo Ulugbek,3,90.0,2,9,51000
947,Mirzo Ulugbek,3,78.0,5,5,39000
948,Yashnobod,3,75.0,6,9,55000
949,Mirzo Ulugbek,1,28.0,4,4,23500
950,Shayhontohur,3,70.0,3,5,40000
951,Mirobod,4,140.0,2,2,58000
952,Olmzor,2,57.0,1,4,32000
953,Yunusobod,2,65.0,3,9,62000
954,Yunusobod,3,70.0,3,4,45500
955,Mirzo Ulugbek,1,18.0,3,4,12500
956,Mirzo Ulugbek,2,50.0,1,4,30000
957,Mirzo Ulugbek,2,40.0,5,5,31500
958,Mirobod,4,120.0,9,10,119900
959,Mirzo Ulugbek,3,103.0,4,9,65000
960,Mirobod,3,110.0,2,7,165000
961,Olmzor,3,70.0,6,9,46000
962,Chilonzor,1,27.0,3,3,19500
963,Mirobod,3,100.0,5,6,115000
964,Uchtepa,3,78.0,5,5,47500
965,Uchtepa,3,65.0,3,4,66000
966,Chilonzor,4,79.0,3,4,57000
967,Yashnobod,2,60.0,4,9,35900
968,Mirzo Ulugbek,3,78.0,4,4,54996
969,Uchtepa,2,42.0,4,5,28500
970,Chilonzor,3,68.0,2,5,53000
971,Chilonzor,3,94.0,3,4,57000
972,Chilonzor,1,32.0,2,4,24500
973,Yunusobod,2,50.0,2,4,30500
974,Chilonzor,3,63.0,4,4,42000
975,Mirobod,1,47.0,4,4,52500
976,Chilonzor,3,103.0,4,9,77000
977,Mirzo Ulugbek,3,70.0,4,4,57000
978,Mirzo Ulugbek,3,75.0,3,4,90000
979,Yakkasaroy,2,48.0,3,5,47000
980,Shayhontohur,1,70.0,6,7,60000
981,Mirzo Ulugbek,2,50.0,1,5,35000
982,Uchtepa,2,69.0,9,9,37000
983,Uchtepa,3,104.0,3,12,61000
984,Chilonzor,2,48.0,4,4,42200
985,Uchtepa,4,76.0,4,4,40000
986,Uchtepa,3,67.0,3,5,63000
987,Mirobod,3,92.0,2,9,89000
988,Chilonzor,2,85.0,6,9,51000
989,Mirzo Ulugbek,2,42.0,2,5,33500
990,Yashnobod,2,60.0,2,9,56000
991,Olmzor,3,110.0,2,2,55000
992,Mirobod,3,80.0,3,4,83000
993,Chilonzor,1,60.0,3,9,48000
994,Chilonzor,4,76.0,4,4,45000
995,Mirzo Ulugbek,2,50.0,5,5,35500
996,Mirzo Ulugbek,2,62.0,4,4,39000
997,Chilonzor,1,40.0,3,4,27000
998,Mirzo Ulugbek,2,55.0,4,4,34998
999,Yakkasaroy,2,89.0,9,12,77469
1000,Mirzo Ulugbek,1,30.0,4,4,20500
1001,Yunusobod,2,48.0,4,4,33500
1002,Yashnobod,3,60.0,3,5,37000
1003,Shayhontohur,3,65.0,1,4,45000
1004,Mirobod,3,80.0,4,4,78000
1005,Shayhontohur,3,75.0,8,9,52000
1006,Mirzo Ulugbek,3,70.0,4,5,55000
1007,Chilonzor,3,90.0,4,12,44000
1008,Chilonzor,1,45.0,5,12,31000
1009,Chilonzor,3,96.0,2,4,71000
1010,Chilonzor,2,42.0,3,4,33000
1011,Chilonzor,4,100.0,6,9,67500
1012,Chilonzor,6,134.0,7,9,78000
1013,Mirzo Ulugbek,2,55.0,4,5,37000
1014,Mirobod,3,70.0,4,4,59000
1015,Shayhontohur,3,79.0,3,4,48000
1016,Mirobod,3,65.0,9,9,58000
1017,Mirzo Ulugbek,4,128.66,5,11,92135
1018,Mirzo Ulugbek,1,18.0,3,3,17500
1019,Yunusobod,1,44.0,2,5,90000
1020,Mirzo Ulugbek,3,80.0,5,5,85000
1021,Mirzo Ulugbek,2,65.0,3,9,53000
1022,Yakkasaroy,2,70.0,2,7,73500
1023,Mirobod,2,65.0,5,9,70000
1024,Shayhontohur,3,82.0,2,9,60000
1025,Yakkasaroy,3,120.0,3,4,130000
1026,Yashnobod,2,77.0,4,5,47000
1027,Yunusobod,3,70.0,4,4,56000
1028,Chilonzor,4,120.0,9,10,56000
1029,Yunusobod,3,105.0,4,4,65000
1030,Yunusobod,2,55.0,1,4,63000
1031,Mirzo Ulugbek,3,72.0,1,4,47500
1032,Yunusobod,3,78.0,8,9,39000
1033,Mirzo Ulugbek,2,62.0,1,9,55700
1034,Mirzo Ulugbek,4,95.0,4,4,80000
1035,Olmzor,3,97.3,2,2,50000
1036,Yunusobod,3,75.0,9,10,72000
1037,Chilonzor,2,49.0,2,4,33500
1038,Shayhontohur,3,75.0,2,4,70000
1039,Olmzor,2,67.0,2,9,40200
1040,Chilonzor,4,93.0,2,4,115000
1041,Yunusobod,2,60.0,3,5,45000
1042,Uchtepa,2,42.0,4,5,28500
1043,Mirobod,4,100.0,5,9,78000
1044,Chilonzor,2,46.0,2,4,32000
1045,Uchtepa,3,70.0,3,5,48500
1046,Chilonzor,2,47.0,4,4,33000
1047,Yunusobod,3,135.0,3,7,200000
1048,Mirobod,3,75.0,2,10,125000
1049,Yashnobod,5,203.0,8,8,139999
1050,Yunusobod,4,80.0,3,4,77500
1051,Uchtepa,2,47.0,1,4,50000
1052,Yashnobod,3,62.0,2,7,50000
1053,Uchtepa,4,93.0,9,9,51000
1054,Uchtepa,3,60.0,5,5,47000
1055,Mirzo Ulugbek,5,100.0,4,4,48000
1056,Uchtepa,3,70.0,1,5,48000
1057,Shayhontohur,2,75.0,4,7,47000
1058,Yashnobod,2,65.0,2,7,65999
1059,Chilonzor,3,62.0,3,6,68000
1060,Mirzo Ulugbek,3,95.0,5,5,50000
1061,Mirzo Ulugbek,5,95.0,4,4,70000
1062,Chilonzor,1,28.0,2,4,30000
1063,Yashnobod,4,110.0,6,9,113000
1064,Mirzo Ulugbek,2,60.0,6,9,34000
1065,Yunusobod,3,53.0,3,4,74900
1066,Yunusobod,3,70.0,5,5,40000
1067,Yunusobod,4,130.0,8,9,115000
1068,Yashnobod,3,105.0,1,5,92000
1069,Yunusobod,4,85.0,2,4,74900
1070,Yakkasaroy,2,47.0,4,4,48000
1071,Yakkasaroy,3,70.0,6,8,85000
1072,Chilonzor,3,77.0,1,4,49500
1073,Mirzo Ulugbek,3,80.0,5,7,104900
1074,Mirzo Ulugbek,2,43.0,4,4,28500
1075,Yakkasaroy,2,56.0,4,5,54000
1076,Shayhontohur,5,190.0,2,5,130000
1077,Mirzo Ulugbek,2,60.0,3,5,31000
1078,Chilonzor,2,54.0,2,4,38000
1079,Chilonzor,3,90.0,7,9,60000
1080,Uchtepa,2,48.0,3,4,37800
1081,Chilonzor,3,57.0,1,4,42500
1082,Yashnobod,2,65.8,2,9,63000
1083,Chilonzor,1,30.0,3,5,21000
1084,Chilonzor,3,67.0,2,4,52500
1085,Chilonzor,3,70.0,3,4,45000
1086,Chilonzor,3,65.0,3,4,46500
1087,Mirzo Ulugbek,4,106.0,6,8,115000
1088,Mirzo Ulugbek,2,60.0,2,5,38200
1089,Chilonzor,4,88.0,7,9,75000
1090,Mirobod,5,135.0,3,9,105000
1091,Yakkasaroy,4,110.0,5,8,120000
1092,Yakkasaroy,2,65.0,2,9,41500
1093,Yashnobod,3,75.0,6,9,85000
1094,Chilonzor,4,76.0,2,4,58000
1095,Yunusobod,3,108.0,8,8,120000
1096,Yunusobod,2,64.0,2,9,41000
1097,Chilonzor,2,42.0,4,4,27000
1098,Chilonzor,2,50.0,3,4,35500
1099,Uchtepa,2,58.0,8,9,31500
1100,Chilonzor,4,124.0,5,5,87000
1101,Uchtepa,2,48.0,2,4,45000
1102,Mirzo Ulugbek,2,47.0,4,4,30000
1103,Yunusobod,3,76.0,3,5,48000
1104,Mirzo Ulugbek,1,41.0,4,4,34000
1105,Mirzo Ulugbek,2,50.0,2,4,42200
1106,Uchtepa,2,50.0,5,5,31000
1107,Mirzo Ulugbek,1,35.0,3,5,25500
1108,Mirzo Ulugbek,2,56.0,2,2,32000
1109,Chilonzor,5,109.0,5,5,83000
1110,Mirobod,4,166.0,6,9,141500
1111,Chilonzor,3,70.0,3,5,49000
1112,Yashnobod,3,103.0,7,9,64996
1113,Mirobod,5,236.0,8,9,190000
1114,Shayhontohur,3,70.0,4,9,56000
1115,Yakkasaroy,2,52.0,4,5,32000
1116,Yakkasaroy,2,58.0,1,5,36000
1117,Mirzo Ulugbek,2,65.0,1,9,55000
1118,Mirzo Ulugbek,2,40.0,1,3,25000
1119,Yashnobod,3,76.0,2,4,54000
1120,Chilonzor,3,105.0,6,9,80000
1121,Mirobod,3,65.0,4,4,33500
1122,Chilonzor,1,28.0,4,4,30500
1123,Yashnobod,5,110.0,3,5,58000
1124,Uchtepa,2,52.0,1,4,37000
1125,Uchtepa,3,78.0,3,9,45000
1126,Uchtepa,3,65.0,4,4,35000
1127,Uchtepa,2,50.0,4,4,40500
1128,Uchtepa,2,72.0,9,9,36000
1129,Uchtepa,2,50.0,1,4,46500
1130,Uchtepa,3,70.0,4,4,48000
1131,Uchtepa,3,71.0,2,4,45000
1132,Uchtepa,4,90.0,3,5,66000
1133,Uchtepa,3,70.0,4,5,46500
1134,Uchtepa,3,72.0,8,9,42500
1135,Chilonzor,3,64.0,5,9,51000
1136,Uchtepa,3,92.0,1,4,65000
1137,Shayhontohur,2,59.0,2,9,51000
1138,Chilonzor,6,184.0,9,9,103000
1139,Chilonzor,3,68.0,4,4,38000
1140,Chilonzor,3,96.0,8,9,52500
1141,Chilonzor,3,68.0,2,4,47000
1142,Chilonzor,3,65.0,3,4,44000
1143,Chilonzor,3,70.0,5,9,55000
1144,Chilonzor,1,34.0,4,5,27500
1145,Chilonzor,1,34.0,1,4,30500
1146,Uchtepa,2,58.0,7,9,32000
1147,Uchtepa,3,75.0,5,5,48000
1148,Uchtepa,2,48.0,5,5,29800
1149,Uchtepa,3,67.0,2,4,49500
1150,Uchtepa,2,50.0,2,4,33999
1151,Chilonzor,3,140.0,4,5,175000
1152,Chilonzor,2,47.0,4,4,32000
1153,Uchtepa,2,46.0,4,4,29500
1154,Uchtepa,2,38.0,4,4,31000
1155,Chilonzor,2,47.0,4,4,32500
1156,Chilonzor,2,45.0,4,4,35500
1157,Chilonzor,3,65.0,4,4,42000
1158,Uchtepa,1,43.0,3,4,43800
1159,Chilonzor,2,42.0,3,4,35500
1160,Uchtepa,2,54.0,3,5,37000
1161,Chilonzor,2,60.0,5,9,63000
1162,Uchtepa,3,80.0,4,9,53000
1163,Chilonzor,3,90.0,9,9,56000
1164,Uchtepa,4,80.0,3,4,75000
1165,Uchtepa,4,105.0,8,9,55000
1166,Uchtepa,3,91.0,4,9,47000
1167,Uchtepa,2,60.0,1,4,56000
1168,Shayhontohur,2,58.0,2,4,49000
1169,Mirzo Ulugbek,2,53.0,5,5,37000
1170,Uchtepa,2,48.0,3,4,34500
1171,Uchtepa,2,54.0,3,5,39000
1172,Uchtepa,1,43.0,9,9,24500
1173,Uchtepa,4,84.0,4,4,60000
1174,Uchtepa,2,47.0,2,4,31500
1175,Chilonzor,2,50.0,2,4,30500
1176,Uchtepa,4,96.0,5,5,54000
1177,Chilonzor,4,130.0,6,9,75000
1178,Uchtepa,3,67.0,2,5,58000
1179,Uchtepa,3,92.0,4,4,55000
1180,Chilonzor,2,46.0,2,4,35000
1181,Chilonzor,2,43.0,2,4,32500
1182,Chilonzor,2,44.0,1,4,36000
1183,Chilonzor,1,30.0,4,4,27000
1184,Chilonzor,3,55.0,4,4,48500
1185,Sergeli,6,140.0,9,9,55000
1186,Uchtepa,4,80.0,3,5,71000
1187,Uchtepa,3,57.0,1,4,38500
1188,Uchtepa,2,48.0,2,5,30500
1189,Uchtepa,3,72.0,1,4,62000
1190,Uchtepa,3,72.0,5,5,40000
1191,Uchtepa,2,47.0,2,4,32000
1192,Uchtepa,2,52.0,4,4,39000
1193,Uchtepa,2,48.0,2,4,35500
1194,Uchtepa,1,40.0,1,4,23500
1195,Uchtepa,1,34.0,4,4,24000
1196,Chilonzor,2,56.0,4,5,40000
1197,Chilonzor,3,73.0,1,4,45000
1198,Chilonzor,2,64.0,5,5,37000
1199,Chilonzor,3,96.0,4,4,49000
1200,Chilonzor,3,68.0,2,4,43000
1201,Chilonzor,3,104.0,9,9,60000
1202,Uchtepa,3,72.0,3,5,58000
